timestamp,cpu_util_experiment-baseline-with-latency-3-node-instance-2,io_read_experiment-baseline-with-latency-3-node-instance-2,io_write_experiment-baseline-with-latency-3-node-instance-2,iops_read_experiment-baseline-with-latency-3-node-instance-2,iops_write_experiment-baseline-with-latency-3-node-instance-2,cpu_util_experiment-baseline-with-latency-3-node-instance-3,io_read_experiment-baseline-with-latency-3-node-instance-3,io_write_experiment-baseline-with-latency-3-node-instance-3,iops_read_experiment-baseline-with-latency-3-node-instance-3,iops_write_experiment-baseline-with-latency-3-node-instance-3,cpu_util_experiment-baseline-with-latency-3-node-instance-1,io_read_experiment-baseline-with-latency-3-node-instance-1,io_write_experiment-baseline-with-latency-3-node-instance-1,iops_read_experiment-baseline-with-latency-3-node-instance-1,iops_write_experiment-baseline-with-latency-3-node-instance-1,cpu_util_experiment-baseline-with-latency-3-client-instance,io_read_experiment-baseline-with-latency-3-client-instance,io_write_experiment-baseline-with-latency-3-client-instance,iops_read_experiment-baseline-with-latency-3-client-instance,iops_write_experiment-baseline-with-latency-3-client-instance,cpu_util_experiment-baseline-with-latency-3-central-server-instance,io_read_experiment-baseline-with-latency-3-central-server-instance,io_write_experiment-baseline-with-latency-3-central-server-instance,iops_read_experiment-baseline-with-latency-3-central-server-instance,iops_write_experiment-baseline-with-latency-3-central-server-instance
2021-07-21 15:56:00,0.05692589812766139,129794,813630,4,73,0.05735908745826871,13224,800108,0,70,0.058109826277425704,933,631773,0,78,0.0052861769951514734,0,0,0,0,0.036509631099517506,0,495649,0,42
2021-07-21 15:55:00,0.06010692149918857,0,742666,0,83,0.0584027495850421,48216,734893,2,67,0.06204107615192811,3163,751175,1,99,0.005291335970568411,0,0,0,0,0.036382931738932214,0,497627,0,44
2021-07-21 15:54:00,0.05597536949551814,0,790729,0,74,0.05777628915608327,0,698084,0,65,0.06008835142570963,15865,853317,1,60,0.005025840986057517,0,0,0,0,0.03510034983498163,0,514039,0,43
2021-07-21 15:53:00,0.05704239916672785,0,755144,0,76,0.056860197545105955,14988,656031,0,39,0.059349598085539405,68699,656081,2,69,0.005026100465232256,0,0,0,0,0.03465111231408239,0,512013,0,40
2021-07-21 15:52:00,0.05666391551033456,0,756478,0,68,0.05570891809302243,77567,533006,3,70,0.06086953622940664,50604,723182,2,118,0.005360075136358943,0,0,0,0,0.03477911145210299,0,491562,0,42
2021-07-21 15:51:00,0.059456802151143975,0,705616,0,77,0.05574686911926108,83573,729976,3,71,0.05974332317865342,0,960689,0,69,0.005155224420083944,0,0,0,0,0.03596948942789169,0,495561,0,41
2021-07-21 15:50:00,0.05782942632151607,0,752169,0,89,0.05722395017316491,0,730534,0,77,0.05918825867259632,0,717582,0,72,0.0051650988780404345,0,0,0,0,0.037376200246813575,0,489543,0,42
2021-07-21 15:49:00,0.05871613895661672,0,795372,0,76,0.05839331339409644,0,758802,0,96,0.0590518533960965,0,717991,0,48,0.0049668040381310626,0,0,0,0,0.03618896027165164,0,497572,0,43
2021-07-21 15:48:00,0.058470747371934806,31630,755163,2,70,0.05796711814881424,28212,860877,2,74,0.062049227510653296,0,615078,0,85,0.005480898657888625,0,0,0,0,0.036955765570022926,0,503883,0,38
2021-07-21 15:47:00,0.059814440611776355,132752,712881,6,84,0.05658221341839701,109913,722920,5,64,0.06293513155201205,0,810169,0,105,0.005270360252322821,0,0,0,1,0.03610705371923947,0,479220,0,42
2021-07-21 15:46:00,0.05770309904092604,85474,783239,2,114,0.05699466394504781,25715,667791,2,50,0.06129716593017064,0,864985,0,56,0.005075135371924944,0,2093,0,2,0.037378924274409066,0,493538,0,47
2021-07-21 15:45:00,0.06560101618667127,0,950812,0,122,0.05872584797344397,0,618519,0,92,0.06106662447059581,0,649564,0,95,0.0050308187337672425,0,10376,0,1,0.037450015162245144,0,524239,0,44
2021-07-21 15:44:00,0.05801896915414535,0,980480,0,81,0.05897540222680201,14106,796628,0,48,0.060833789066049825,15866,822091,1,67,0.0052467389255070876,0,8011,0,0,0.038535732495319046,2043,524345,0,45
2021-07-21 15:43:00,0.05806217409019373,0,788661,0,78,0.05762610158745454,51430,579262,1,85,0.06136143873171799,53766,680770,2,49,0.005119681177293482,0,0,0,1,0.03731328192426038,2053,534443,1,43
2021-07-21 15:42:00,0.05608202707439365,0,765596,0,71,0.0582232915281935,0,750544,0,57,0.05926418870458623,36397,609168,2,101,0.0051036066010397,0,4187,0,23,0.03773145046211349,0,518266,0,41
2021-07-21 15:41:00,0.05840995379925336,0,725349,0,78,0.059307873796375546,8816,650661,1,95,0.06109817707324794,1179809,875912,23,124,0.005918919951945156,0,110764,0,23,0.0376653748568548,0,491469,0,44
2021-07-21 15:40:00,0.05740762390259609,0,763729,0,69,0.05718114815852478,103557,856568,4,79,0.0610066465958828,3581143,980659,55,74,0.0059045590959361976,0,112604,0,1,0.0386614420485903,0,509958,0,45
2021-07-21 15:39:00,0.05842506013077061,9303,714366,1,80,0.055435247414076606,264771,774918,5,73,0.05899789709007308,3163,764237,1,75,0.005059391695543998,0,10013,0,4,0.03827940888887108,0,522203,0,40
2021-07-21 15:38:00,0.05603561066951575,45612,773956,4,80,0.057201392251445306,39876,704878,3,83,0.05932522290918504,933,720536,0,73,0.00534265393238087,2093,16747,1,5,0.03895690979575524,0,503891,0,61
2021-07-21 15:37:00,0.056593545041955906,47485,803010,3,73,0.05820561720722849,86788,777412,4,85,0.06118678410992591,3163,736920,1,71,0.005083453154985779,2003,39048,0,2,0.039780372265700706,0,571128,0,106
2021-07-21 15:36:00,0.05861759022524163,7443,762791,0,74,0.058457568338750335,96106,814795,5,82,0.06112590814759026,19599,704769,1,52,0.005894254586818211,0,24122,0,2,0.044523165022205546,2043,826991,0,90
2021-07-21 15:35:00,0.059950041144451426,40210,748274,2,73,0.056836893929163544,350358,749357,19,51,0.06143571290688735,66417,618293,3,94,0.005526079613976738,0,10376,0,1,0.0391234264029805,2053,764477,1,43
2021-07-21 15:34:00,0.07684736173404853,303700,746736,20,100,0.055031592215326455,0,626640,0,88,0.060298256822801946,0,815413,0,67,0.004848603060227201,0,8011,0,0,0.03799393772101685,0,520257,0,41
2021-07-21 15:33:00,0.0569106301044376,861063,903384,50,77,0.056029979282773944,0,772109,0,50,0.058115336489580706,0,691187,0,44,0.005046917298225631,0,0,0,0,0.03746821652975996,0,516042,0,45
2021-07-21 15:32:00,0.05748347748995049,11164,748459,0,69,0.05665581607396082,17633,633245,0,93,0.05979544417862333,86796,593665,3,74,0.005617600864184169,18840,0,1,35,0.038379399527845706,0,518191,0,44
2021-07-21 15:31:00,0.05873814020568346,37988,722381,2,73,0.0556694445792137,76630,861428,1,38,0.0601833999118971,294132,751069,9,85,0.0177439893583274,438782,186309,32,37,0.036902506493111296,0,514011,0,42
2021-07-21 15:30:00,0.057587533970424445,0,740440,0,72,0.054453365848798306,45001,539549,2,87,0.05937240985592495,0,800844,0,102,0.013540259114568206,402538,243128,30,2,0.038195578739769566,0,495698,0,42
2021-07-21 15:29:00,0.05796133747618626,0,729841,0,69,0.05479736690614582,0,828012,0,87,0.06019341134442868,0,854825,0,68,0.005068027092268797,0,62083,0,0,0.03798583243905303,0,503703,0,44
2021-07-21 15:28:00,0.05633280801842251,3721,705440,0,69,0.0566461035276049,16751,773763,1,44,0.061255670977433375,191316,706421,6,75,0.0056515746197878984,0,0,0,0,0.0393428069045664,0,516171,0,42
2021-07-21 15:27:00,0.05981286364919687,34990,711400,3,72,0.05612590314714794,61073,568956,2,97,0.06102979933473307,648364,767402,19,73,0.005296263829488149,0,0,0,0,0.038122077720323944,0,501718,0,39
2021-07-21 15:26:00,0.05812249555428887,75977,732988,2,80,0.0666071994330366,543976,879059,14,46,0.06110536789848216,0,704672,0,63,0.005295849295147074,0,0,0,0,0.03805539075491519,0,491589,0,42
2021-07-21 15:25:00,0.05971131052387335,21398,784378,1,100,0.06825922332727193,2043206,612660,57,93,0.06039881761039586,13999,683152,0,75,0.005098395888497956,0,0,0,0,0.03805040513476143,0,495544,0,44
2021-07-21 15:24:00,0.06083092926939078,137003,863859,6,125,0.056042354782216336,218578,863681,16,96,0.061122654071534534,47441,746768,2,73,0.005383441024614891,0,0,0,0,0.038664806539837095,0,518157,0,45
2021-07-21 15:23:00,0.060532897866733514,218431,991621,9,100,0.05593743159931345,28212,850979,1,74,0.06060372039045347,29866,738214,1,72,0.0054096960201472175,0,0,0,0,0.03858745916040125,75578,532423,5,69
2021-07-21 15:22:00,0.05705293842713151,32562,858140,2,70,0.05535783339589291,102860,741010,5,57,0.062316593741381134,243997,747913,9,78,0.005114745267692437,0,0,0,0,0.03989786975193491,208746,653051,15,67
2021-07-21 15:21:00,0.05794759727610691,152661,717530,8,81,0.05585061752330489,0,648197,0,51,0.061712655455977476,547360,752310,19,68,0.005214081192304339,0,0,0,0,0.03753040705756897,133468,635191,10,40
2021-07-21 15:20:00,0.058552510469212386,142457,800777,7,70,0.05769532265509506,70532,636516,2,107,0.06121880146500539,243063,706224,8,76,0.005614895788679537,0,0,0,0,0.03816839792987281,0,491583,0,40
2021-07-21 15:19:00,0.058261349290307386,0,714927,0,85,0.05807085225235653,411436,929406,14,55,0.0604589003293583,163013,731264,4,69,0.005107515450828733,0,0,0,6,0.03775123577515416,0,497585,0,68
2021-07-21 15:18:00,0.05802483092133788,53032,800567,3,92,0.05876556314437901,573973,606465,22,67,0.06372130659942836,2743212,702964,105,104,0.005756705438232737,4187,25120,1,27,0.03877083742992463,228782,632562,12,69
2021-07-21 15:17:00,0.05847995017546973,180440,836556,9,69,0.05853440200306417,41787,702728,5,133,0.08473051880319578,8514097,933308,336,115,0.005433688474345406,4005,151723,1,22,0.03756433707538065,229970,653534,13,44
2021-07-21 15:16:00,0.05840891952692573,0,711576,0,74,0.056936835254080144,15869,1060417,0,71,0.07195245505891042,2800,1018039,1,40,0.005429369034092228,12560,122165,1,0,0.03870880460675371,0,540747,0,46
2021-07-21 15:15:00,0.06058994750992497,41864,756075,1,76,0.05811597016827363,65793,720699,3,69,0.059917501724411196,9488,568929,2,78,0.00538751866178444,12016,0,0,0,0.038654777294695464,2043,522208,0,44
2021-07-21 15:14:00,0.057186927101213314,165714,765211,7,69,0.05968874967504215,57142,744365,7,77,0.060121215458013445,26130,758121,0,76,0.005324301988771651,0,0,0,103,0.03864154944881666,2053,552908,1,111
2021-07-21 15:13:00,0.05852771638369111,325681,719968,15,111,0.1060219885004893,102860,860026,8,203,0.0629562607573438,912626,754801,35,115,0.4921275005705207,0,1427643,0,114,0.8705898609410218,1848601,1353751,74,417
2021-07-21 15:12:00,0.1512660849819293,887280,1047072,28,206,0.11139106039460007,0,1719599,0,76,0.1119167945966121,2792700,1070148,111,201,0.3333287492297572,0,1937310,0,16,0.13779659466874486,1858279,7790115,75,353
2021-07-21 15:11:00,0.05845415418323322,333002,1863877,13,78,0.058546405783244396,0,840091,0,60,0.08369010493329179,25198,1726445,1,69,0.005457745189524132,0,550914,0,8,0.040053986445213255,0,7037382,0,49
